"wavelength","Refrac_leafm","SC_chl","SC_car","SC_Anth","SC_Brwon","SC_Cw","SC_Cm","direct_light","diffuse_light","dry_soil","wet_soil"
1325,1.3942,0,0,0,0,2.01,2.67,0.311,0.0875,0.499,0.153
1326,1.3941,0,0,0,0,2.05,2.66,0.308,0.0866,0.499,0.153
1327,1.394,0,0,0,0,2.1,2.67,0.305,0.0857,0.499,0.153
1328,1.3939,0,0,0,0,2.15,2.67,0.302,0.0848,0.499,0.153
1329,1.3938,0,0,0,0,2.2,2.67,0.299,0.0839,0.499,0.153
1330,1.3937,0,0,0,0,2.24,2.66,0.296,0.083,0.499,0.153
1331,1.3936,0,0,0,0,2.28,2.66,0.292,0.0821,0.499,0.153
1332,1.3935,0,0,0,0,2.31,2.67,0.289,0.0812,0.499,0.153
1333,1.3934,0,0,0,0,2.36,2.67,0.286,0.0803,0.499,0.153
1334,1.3933,0,0,0,0,2.42,2.68,0.283,0.0794,0.499,0.153
1335,1.3932,0,0,0,0,2.48,2.69,0.28,0.0785,0.499,0.153
1336,1.3931,0,0,0,0,2.54,2.68,0.277,0.0776,0.499,0.153
1337,1.393,0,0,0,0,2.59,2.7,0.274,0.0767,0.499,0.153
1338,1.3929,0,0,0,0,2.63,2.71,0.27,0.0758,0.499,0.153
1339,1.3928,0,0,0,0,2.67,2.72,0.267,0.0749,0.499,0.153
1340,1.3927,0,0,0,0,2.7,2.72,0.264,0.074,0.499,0.153
1341,1.3926,0,0,0,0,2.74,2.73,0.251,0.0704,0.5,0.152
1342,1.3925,0,0,0,0,2.78,2.74,0.238,0.0668,0.5,0.152
1343,1.3924,0,0,0,0,2.83,2.74,0.226,0.0632,0.5,0.152
1344,1.3923,0,0,0,0,2.89,2.75,0.213,0.0596,0.5,0.152
1345,1.3922,0,0,0,0,2.96,2.76,0.2,0.056,0.5,0.151
1346,1.3921,0,0,0,0,3.03,2.78,0.187,0.0524,0.5,0.151
1347,1.392,0,0,0,0,3.1,2.79,0.174,0.0488,0.5,0.151
1348,1.3919,0,0,0,0,3.15,2.82,0.161,0.0452,0.5,0.151
1349,1.3918,0,0,0,0,3.18,2.84,0.148,0.0416,0.5,0.151
1350,1.3917,0,0,0,0,3.23,2.87,0.136,0.038,0.5,0.15
1351,1.3916,0,0,0,0,3.27,2.88,0.123,0.0344,0.5,0.15
1352,1.3915,0,0,0,0,3.32,2.9,0.11,0.0308,0.5,0.15
1353,1.3914,0,0,0,0,3.36,2.92,0.097,0.0272,0.5,0.15
1354,1.3913,0,0,0,0,3.41,2.94,0.0841,0.0236,0.5,0.15
1355,1.3912,0,0,0,0,3.45,2.95,0.0713,0.02,0.5,0.15
1356,1.3911,0,0,0,0,3.5,2.97,0.0584,0.0164,0.5,0.15
1357,1.391,0,0,0,0,3.54,2.98,0.0456,0.0128,0.5,0.15
1358,1.3909,0,0,0,0,3.6,2.98,0.0327,0.0092,0.5,0.149
1359,1.3908,0,0,0,0,3.65,2.94,0.0199,0.0056,0.5,0.149
1360,1.3907,0,0,0,0,3.7,2.89,0.007,0.002,0.5,0.149
1361,1.3906,0,0,0,0,3.75,2.86,0.0068,0.00195,0.499,0.148
1362,1.3905,0,0,0,0,3.8,2.88,0.0066,0.0019,0.499,0.148
1363,1.3904,0,0,0,0,3.87,2.89,0.0064,0.00185,0.499,0.147
1364,1.3903,0,0,0,0,3.93,2.89,0.0062,0.0018,0.499,0.147
1365,1.3902,0,0,0,0,3.99,2.89,0.006,0.00175,0.499,0.146
1366,1.3901,0,0,0,0,4.06,2.9,0.0058,0.0017,0.499,0.145
1367,1.39,0,0,0,0,4.13,2.89,0.0056,0.00165,0.499,0.145
1368,1.3899,0,0,0,0,4.22,2.88,0.0054,0.0016,0.499,0.144
1369,1.3898,0,0,0,0,4.3,2.9,0.0052,0.00155,0.499,0.143
1370,1.3897,0,0,0,0,4.39,2.93,0.005,0.0015,0.499,0.143
1371,1.3896,0,0,0,0,4.5,2.97,0.0048,0.00145,0.499,0.141
1372,1.3895,0,0,0,0,4.63,3.01,0.0046,0.0014,0.499,0.14
1373,1.3893,0,0,0,0,4.74,3.05,0.0044,0.00135,0.499,0.139
1374,1.3892,0,0,0,0,4.9,3.08,0.0042,0.0013,0.499,0.138
1375,1.3891,0,0,0,0,5.09,3.11,0.004,0.00125,0.499,0.137
1376,1.389,0,0,0,0,5.26,3.13,0.0038,0.0012,0.499,0.136
1377,1.3889,0,0,0,0,5.48,3.13,0.0036,0.00115,0.499,0.136
1378,1.3888,0,0,0,0,5.72,3.1,0.0034,0.0011,0.499,0.135
1379,1.3887,0,0,0,0,6.01,3.05,0.0032,0.00105,0.499,0.134
1380,1.3886,0,0,0,0,6.24,2.98,0.003,0.001,0.499,0.133
1381,1.3885,0,0,0,0,6.58,2.94,0.0039,0.00125,0.498,0.132
1382,1.3884,0,0,0,0,6.93,2.92,0.0048,0.0015,0.497,0.131
1383,1.3883,0,0,0,0,7.31,2.93,0.0057,0.00175,0.496,0.13
1384,1.3882,0,0,0,0,7.63,2.95,0.0066,0.002,0.495,0.129
1385,1.3881,0,0,0,0,8.09,2.98,0.0075,0.00225,0.494,0.128
1386,1.388,0,0,0,0,8.55,3.03,0.0084,0.0025,0.494,0.126
1387,1.3879,0,0,0,0,9.03,3.05,0.0093,0.00275,0.494,0.125
1388,1.3877,0,0,0,0,9.59,3.07,0.0102,0.003,0.493,0.124
1389,1.3876,0,0,0,0,10,3.09,0.0111,0.00325,0.493,0.123
1390,1.3875,0,0,0,0,10.6,3.1,0.012,0.0035,0.493,0.122
1391,1.3874,0,0,0,0,11.2,3.09,0.0129,0.00375,0.493,0.121
1392,1.3873,0,0,0,0,11.8,3.09,0.0138,0.004,0.493,0.12
1393,1.3872,0,0,0,0,12.5,3.08,0.0147,0.00425,0.493,0.119
1394,1.3871,0,0,0,0,13.2,3.09,0.0156,0.0045,0.493,0.119
1395,1.387,0,0,0,0,13.7,3.07,0.0165,0.00475,0.493,0.118
1396,1.3869,0,0,0,0,14.3,3.07,0.0174,0.005,0.493,0.117
1397,1.3868,0,0,0,0,15.1,3.07,0.0183,0.00525,0.493,0.116
1398,1.3867,0,0,0,0,15.8,3.07,0.0192,0.0055,0.493,0.115
1399,1.3866,0,0,0,0,16.5,3.09,0.0201,0.00575,0.493,0.114
1400,1.3865,0,0,0,0,17.1,3.09,0.021,0.006,0.493,0.114
1401,1.3864,0,0,0,0,17.8,3.11,0.021,0.00595,0.493,0.113
1402,1.3863,0,0,0,0,18.5,3.14,0.0209,0.0059,0.493,0.112
1403,1.3861,0,0,0,0,19.2,3.15,0.0209,0.00585,0.493,0.112
1404,1.386,0,0,0,0,19.8,3.16,0.0208,0.0058,0.493,0.111
1405,1.3859,0,0,0,0,20.3,3.19,0.0208,0.00575,0.493,0.11
1406,1.3858,0,0,0,0,20.9,3.23,0.0207,0.0057,0.493,0.11
1407,1.3857,0,0,0,0,21.5,3.27,0.0207,0.00565,0.493,0.109
1408,1.3855,0,0,0,0,22,3.3,0.0206,0.0056,0.493,0.109
1409,1.3854,0,0,0,0,22.6,3.36,0.0206,0.00555,0.493,0.108
1410,1.3853,0,0,0,0,23.1,3.42,0.0205,0.0055,0.493,0.108
1411,1.3852,0,0,0,0,23.6,3.48,0.0205,0.00545,0.493,0.107
1412,1.3851,0,0,0,0,24.1,3.53,0.0204,0.0054,0.494,0.106
1413,1.3849,0,0,0,0,24.5,3.58,0.0204,0.00535,0.495,0.105
1414,1.3848,0,0,0,0,24.9,3.63,0.0203,0.0053,0.496,0.105
1415,1.3847,0,0,0,0,25.3,3.71,0.0203,0.00525,0.496,0.104
1416,1.3846,0,0,0,0,25.7,3.78,0.0202,0.0052,0.497,0.104
1417,1.3845,0,0,0,0,26.1,3.85,0.0202,0.00515,0.497,0.104
1418,1.3843,0,0,0,0,26.4,3.93,0.0201,0.0051,0.498,0.104
1419,1.3842,0,0,0,0,26.7,3.99,0.0201,0.00505,0.499,0.103
1420,1.3841,0,0,0,0,27,4.07,0.02,0.005,0.499,0.103
1421,1.384,0,0,0,0,27.3,4.16,0.0217,0.00545,0.499,0.103
1422,1.3839,0,0,0,0,27.6,4.24,0.0234,0.0059,0.5,0.103
1423,1.3837,0,0,0,0,27.8,4.32,0.0251,0.00635,0.5,0.102
1424,1.3836,0,0,0,0,28.1,4.4,0.0268,0.0068,0.5,0.102
1425,1.3835,0,0,0,0,28.4,4.48,0.0285,0.00725,0.5,0.102
1426,1.3834,0,0,0,0,28.6,4.56,0.0302,0.0077,0.5,0.102
1427,1.3833,0,0,0,0,28.8,4.64,0.0319,0.00815,0.501,0.102
1428,1.3831,0,0,0,0,28.9,4.71,0.0336,0.0086,0.501,0.101
1429,1.383,0,0,0,0,29.1,4.78,0.0353,0.00905,0.501,0.101
1430,1.3829,0,0,0,0,29.3,4.85,0.037,0.0095,0.501,0.101
1431,1.3828,0,0,0,0,29.4,4.91,0.0387,0.00995,0.501,0.101
1432,1.3826,0,0,0,0,29.6,4.97,0.0404,0.0104,0.501,0.101
1433,1.3825,0,0,0,0,29.7,5.03,0.0421,0.0109,0.501,0.101
1434,1.3823,0,0,0,0,29.8,5.07,0.0438,0.0113,0.501,0.101
1435,1.3822,0,0,0,0,29.9,5.13,0.0455,0.0118,0.501,0.101
1436,1.3821,0,0,0,0,30,5.18,0.0472,0.0122,0.501,0.101
1437,1.382,0,0,0,0,30.1,5.22,0.0489,0.0127,0.501,0.101
1438,1.3818,0,0,0,0,30.2,5.27,0.0506,0.0131,0.501,0.101
1439,1.3817,0,0,0,0,30.3,5.32,0.0523,0.0136,0.501,0.101
1440,1.3816,0,0,0,0,30.4,5.36,0.054,0.014,0.501,0.101
1441,1.3815,0,0,0,0,30.4,5.4,0.058,0.0151,0.501,0.101
1442,1.3813,0,0,0,0,30.5,5.44,0.0619,0.0161,0.501,0.101
1443,1.3812,0,0,0,0,30.5,5.46,0.0659,0.0172,0.501,0.101
1444,1.381,0,0,0,0,30.5,5.48,0.0698,0.0182,0.501,0.101
1445,1.3809,0,0,0,0,30.5,5.5,0.0738,0.0193,0.501,0.101
1446,1.3808,0,0,0,0,30.6,5.52,0.0777,0.0203,0.501,0.101
1447,1.3807,0,0,0,0,30.6,5.55,0.0817,0.0214,0.501,0.101
1448,1.3805,0,0,0,0,30.6,5.56,0.0856,0.0224,0.501,0.102
1449,1.3804,0,0,0,0,30.6,5.58,0.0896,0.0235,0.501,0.102
1450,1.3803,0,0,0,0,30.5,5.58,0.0935,0.0245,0.5,0.102
1451,1.3802,0,0,0,0,30.5,5.6,0.0975,0.0256,0.5,0.102
1452,1.38,0,0,0,0,30.5,5.61,0.101,0.0266,0.501,0.102
1453,1.3799,0,0,0,0,30.5,5.64,0.105,0.0277,0.501,0.102
1454,1.3797,0,0,0,0,30.4,5.65,0.109,0.0287,0.501,0.102
1455,1.3796,0,0,0,0,30.4,5.68,0.113,0.0298,0.501,0.102
1456,1.3794,0,0,0,0,30.3,5.68,0.117,0.0308,0.501,0.102
1457,1.3793,0,0,0,0,30.2,5.69,0.121,0.0319,0.501,0.102
1458,1.3791,0,0,0,0,30.1,5.68,0.125,0.0329,0.501,0.102
1459,1.379,0,0,0,0,30.1,5.69,0.129,0.034,0.502,0.102
1460,1.3788,0,0,0,0,30,5.71,0.133,0.035,0.502,0.102
1461,1.3787,0,0,0,0,29.8,5.72,0.133,0.035,0.502,0.102
1462,1.3785,0,0,0,0,29.7,5.72,0.132,0.0349,0.502,0.103
1463,1.3784,0,0,0,0,29.6,5.72,0.132,0.0349,0.502,0.103
1464,1.3782,0,0,0,0,29.4,5.73,0.132,0.0348,0.503,0.103
1465,1.3781,0,0,0,0,29.2,5.74,0.132,0.0348,0.503,0.104
1466,1.3779,0,0,0,0,29,5.74,0.131,0.0347,0.503,0.104
1467,1.3778,0,0,0,0,28.7,5.75,0.131,0.0347,0.503,0.104
1468,1.3776,0,0,0,0,28.5,5.75,0.131,0.0346,0.503,0.104
1469,1.3775,0,0,0,0,28.3,5.74,0.13,0.0346,0.503,0.104
1470,1.3773,0,0,0,0,28,5.76,0.13,0.0345,0.503,0.104
1471,1.3772,0,0,0,0,27.8,5.77,0.13,0.0345,0.503,0.105
1472,1.377,0,0,0,0,27.5,5.78,0.129,0.0344,0.503,0.106
1473,1.3769,0,0,0,0,27.2,5.79,0.129,0.0344,0.503,0.107
1474,1.3767,0,0,0,0,27,5.8,0.129,0.0343,0.503,0.108
1475,1.3766,0,0,0,0,26.6,5.81,0.129,0.0343,0.503,0.109
1476,1.3764,0,0,0,0,26.4,5.81,0.128,0.0342,0.503,0.109
1477,1.3763,0,0,0,0,26.1,5.82,0.128,0.0342,0.503,0.11
1478,1.3761,0,0,0,0,25.8,5.83,0.128,0.0341,0.503,0.11
1479,1.376,0,0,0,0,25.6,5.82,0.127,0.0341,0.503,0.11
1480,1.3758,0,0,0,0,25.2,5.83,0.127,0.034,0.502,0.111
1481,1.3756,0,0,0,0,25,5.85,0.138,0.0369,0.502,0.111
1482,1.3755,0,0,0,0,24.7,5.88,0.15,0.0398,0.502,0.111
1483,1.3753,0,0,0,0,24.4,5.9,0.161,0.0427,0.502,0.111
1484,1.3752,0,0,0,0,24.1,5.91,0.172,0.0456,0.502,0.111
1485,1.375,0,0,0,0,23.9,5.92,0.184,0.0485,0.502,0.111
1486,1.3748,0,0,0,0,23.6,5.94,0.195,0.0514,0.502,0.111
1487,1.3747,0,0,0,0,23.3,5.96,0.207,0.0543,0.502,0.112
1488,1.3745,0,0,0,0,23.1,5.96,0.218,0.0572,0.502,0.113
1489,1.3744,0,0,0,0,22.7,5.97,0.229,0.0601,0.502,0.113
1490,1.3742,0,0,0,0,22.5,5.98,0.241,0.063,0.503,0.114
1491,1.374,0,0,0,0,22.2,5.99,0.252,0.0659,0.503,0.114
1492,1.3739,0,0,0,0,21.9,5.99,0.263,0.0688,0.503,0.115
1493,1.3737,0,0,0,0,21.6,6.02,0.275,0.0717,0.503,0.116
1494,1.3736,0,0,0,0,21.4,6.01,0.286,0.0746,0.503,0.116
1495,1.3734,0,0,0,0,21.1,6.03,0.297,0.0775,0.504,0.117
1496,1.3732,0,0,0,0,20.8,6.01,0.309,0.0804,0.504,0.117
1497,1.3731,0,0,0,0,20.5,6.02,0.32,0.0833,0.504,0.118
1498,1.3729,0,0,0,0,20.3,6.02,0.331,0.0862,0.504,0.118
1499,1.3728,0,0,0,0,20,6.03,0.343,0.0891,0.504,0.118
1500,1.3726,0,0,0,0,19.7,6.03,0.354,0.092,0.504,0.119
1501,1.3724,0,0,0,0,19.5,6.04,0.354,0.092,0.504,0.119
1502,1.3723,0,0,0,0,19.2,6.03,0.354,0.092,0.504,0.12
1503,1.3721,0,0,0,0,19,6.01,0.354,0.092,0.504,0.12
1504,1.372,0,0,0,0,18.7,5.99,0.354,0.092,0.503,0.12
1505,1.3718,0,0,0,0,18.5,5.99,0.354,0.092,0.503,0.121
1506,1.3716,0,0,0,0,18.3,5.98,0.354,0.092,0.504,0.121
1507,1.3715,0,0,0,0,18,5.97,0.354,0.092,0.504,0.122
1508,1.3713,0,0,0,0,17.8,5.97,0.354,0.092,0.504,0.122
1509,1.3712,0,0,0,0,17.6,5.97,0.355,0.092,0.504,0.122
1510,1.371,0,0,0,0,17.3,5.95,0.355,0.092,0.504,0.123
1511,1.3708,0,0,0,0,17.1,5.95,0.355,0.092,0.504,0.123
1512,1.3706,0,0,0,0,16.9,5.94,0.355,0.092,0.505,0.124
1513,1.3705,0,0,0,0,16.7,5.93,0.355,0.092,0.505,0.125
1514,1.3703,0,0,0,0,16.5,5.93,0.355,0.092,0.505,0.125
1515,1.3701,0,0,0,0,16.2,5.93,0.355,0.092,0.505,0.126
1516,1.3699,0,0,0,0,16.1,5.91,0.355,0.092,0.506,0.126
1517,1.3698,0,0,0,0,15.8,5.9,0.355,0.092,0.506,0.127
1518,1.3696,0,0,0,0,15.6,5.88,0.355,0.092,0.507,0.127
1519,1.3695,0,0,0,0,15.5,5.88,0.355,0.092,0.507,0.128
1520,1.3693,0,0,0,0,15.3,5.88,0.355,0.092,0.507,0.129
1521,1.3692,0,0,0,0,15,5.86,0.356,0.0921,0.507,0.129
1522,1.369,0,0,0,0,14.9,5.84,0.356,0.0922,0.507,0.13
1523,1.3689,0,0,0,0,14.7,5.83,0.357,0.0923,0.507,0.131
1524,1.3687,0,0,0,0,14.5,5.82,0.357,0.0924,0.507,0.131
1525,1.3686,0,0,0,0,14.3,5.81,0.358,0.0925,0.507,0.132
1526,1.3684,0,0,0,0,14.1,5.8,0.358,0.0926,0.507,0.132
1527,1.3683,0,0,0,0,14,5.79,0.359,0.0927,0.507,0.132
1528,1.3681,0,0,0,0,13.8,5.78,0.359,0.0928,0.507,0.133
1529,1.368,0,0,0,0,13.6,5.78,0.36,0.0929,0.507,0.133
1530,1.3678,0,0,0,0,13.5,5.78,0.361,0.093,0.507,0.133
1531,1.3676,0,0,0,0,13.3,5.77,0.361,0.0931,0.507,0.134
1532,1.3675,0,0,0,0,13.2,5.76,0.362,0.0932,0.507,0.134
1533,1.3673,0,0,0,0,13,5.77,0.362,0.0933,0.507,0.135
1534,1.3672,0,0,0,0,12.8,5.76,0.363,0.0934,0.507,0.135
1535,1.367,0,0,0,0,12.7,5.76,0.363,0.0935,0.507,0.136
1536,1.3668,0,0,0,0,12.5,5.74,0.364,0.0936,0.507,0.136
1537,1.3666,0,0,0,0,12.4,5.74,0.364,0.0937,0.507,0.136
1538,1.3665,0,0,0,0,12.2,5.76,0.365,0.0938,0.507,0.137
1539,1.3663,0,0,0,0,12.1,5.76,0.366,0.0939,0.507,0.137
1540,1.3661,0,0,0,0,11.9,5.75,0.366,0.094,0.507,0.137
1541,1.3659,0,0,0,0,11.8,5.75,0.366,0.0939,0.508,0.138
1542,1.3658,0,0,0,0,11.7,5.75,0.366,0.0938,0.508,0.138
1543,1.3656,0,0,0,0,11.5,5.75,0.366,0.0937,0.508,0.139
1544,1.3655,0,0,0,0,11.4,5.74,0.366,0.0936,0.508,0.139
1545,1.3653,0,0,0,0,11.3,5.74,0.366,0.0935,0.508,0.139
1546,1.3651,0,0,0,0,11.1,5.75,0.365,0.0934,0.508,0.14
1547,1.365,0,0,0,0,11,5.74,0.365,0.0933,0.508,0.14
1548,1.3648,0,0,0,0,10.9,5.74,0.365,0.0932,0.508,0.14
1549,1.3647,0,0,0,0,10.8,5.74,0.365,0.0931,0.508,0.14
1550,1.3645,0,0,0,0,10.6,5.73,0.365,0.093,0.508,0.141
1551,1.3643,0,0,0,0,10.5,5.73,0.365,0.0929,0.508,0.141
1552,1.3641,0,0,0,0,10.4,5.73,0.365,0.0928,0.507,0.141
1553,1.364,0,0,0,0,10.3,5.72,0.365,0.0927,0.507,0.141
1554,1.3638,0,0,0,0,10.2,5.72,0.365,0.0926,0.507,0.142
1555,1.3636,0,0,0,0,10.1,5.72,0.365,0.0925,0.507,0.142
1556,1.3634,0,0,0,0,10,5.7,0.364,0.0924,0.507,0.142
1557,1.3633,0,0,0,0,9.91,5.69,0.364,0.0923,0.507,0.143
1558,1.3631,0,0,0,0,9.84,5.7,0.364,0.0922,0.508,0.144
1559,1.363,0,0,0,0,9.75,5.7,0.364,0.0921,0.508,0.144
1560,1.3628,0,0,0,0,9.66,5.71,0.364,0.092,0.508,0.145
1561,1.3626,0,0,0,0,9.56,5.73,0.363,0.0916,0.508,0.145
1562,1.3625,0,0,0,0,9.48,5.73,0.361,0.0911,0.508,0.146
1563,1.3623,0,0,0,0,9.38,5.74,0.36,0.0907,0.508,0.146
1564,1.3622,0,0,0,0,9.31,5.74,0.358,0.0902,0.508,0.147
1565,1.362,0,0,0,0,9.2,5.75,0.357,0.0898,0.508,0.147
1566,1.3618,0,0,0,0,9.13,5.75,0.355,0.0893,0.508,0.148
1567,1.3617,0,0,0,0,9.05,5.74,0.354,0.0889,0.508,0.148
1568,1.3615,0,0,0,0,8.98,5.75,0.352,0.0884,0.508,0.149
1569,1.3614,0,0,0,0,8.9,5.75,0.351,0.088,0.508,0.149
1570,1.3612,0,0,0,0,8.82,5.75,0.35,0.0875,0.508,0.149
1571,1.361,0,0,0,0,8.74,5.75,0.348,0.0871,0.508,0.15
1572,1.3608,0,0,0,0,8.67,5.75,0.347,0.0866,0.508,0.15
1573,1.3607,0,0,0,0,8.59,5.74,0.345,0.0862,0.508,0.15
1574,1.3605,0,0,0,0,8.51,5.74,0.344,0.0857,0.508,0.151
1575,1.3603,0,0,0,0,8.45,5.75,0.342,0.0853,0.508,0.151
1576,1.3601,0,0,0,0,8.36,5.74,0.341,0.0848,0.508,0.151
1577,1.36,0,0,0,0,8.3,5.76,0.339,0.0844,0.508,0.151
1578,1.3598,0,0,0,0,8.23,5.75,0.338,0.0839,0.509,0.152
1579,1.3597,0,0,0,0,8.16,5.75,0.337,0.0835,0.509,0.152
1580,1.3595,0,0,0,0,8.1,5.75,0.335,0.083,0.509,0.152
1581,1.3593,0,0,0,0,8.04,5.73,0.335,0.0829,0.509,0.152
1582,1.3592,0,0,0,0,7.96,5.74,0.335,0.0828,0.509,0.152
1583,1.359,0,0,0,0,7.89,5.72,0.335,0.0827,0.509,0.152
1584,1.3589,0,0,0,0,7.83,5.73,0.335,0.0826,0.509,0.152
1585,1.3587,0,0,0,0,7.77,5.71,0.335,0.0825,0.509,0.152
1586,1.3585,0,0,0,0,7.71,5.7,0.335,0.0824,0.51,0.152
1587,1.3584,0,0,0,0,7.65,5.7,0.335,0.0823,0.51,0.152
1588,1.3582,0,0,0,0,7.61,5.7,0.335,0.0822,0.51,0.152
1589,1.3581,0,0,0,0,7.55,5.69,0.335,0.0821,0.51,0.152
1590,1.3579,0,0,0,0,7.5,5.69,0.335,0.082,0.51,0.152
1591,1.3577,0,0,0,0,7.43,5.67,0.335,0.0819,0.51,0.152
1592,1.3576,0,0,0,0,7.37,5.66,0.334,0.0818,0.51,0.153
1593,1.3574,0,0,0,0,7.32,5.63,0.334,0.0817,0.51,0.153
1594,1.3573,0,0,0,0,7.25,5.61,0.334,0.0816,0.511,0.153
1595,1.3571,0,0,0,0,7.2,5.59,0.334,0.0815,0.511,0.154
1596,1.3569,0,0,0,0,7.16,5.59,0.334,0.0814,0.51,0.154
1597,1.3568,0,0,0,0,7.12,5.56,0.334,0.0813,0.51,0.154
1598,1.3566,0,0,0,0,7.08,5.55,0.334,0.0812,0.51,0.155
1599,1.3565,0,0,0,0,7.04,5.53,0.334,0.0811,0.51,0.155
1600,1.3563,0,0,0,0,6.99,5.52,0.334,0.081,0.51,0.155
1601,1.3561,0,0,0,0,6.94,5.51,0.334,0.0809,0.509,0.156
1602,1.356,0,0,0,0,6.91,5.49,0.334,0.0807,0.509,0.156
1603,1.3558,0,0,0,0,6.87,5.46,0.333,0.0806,0.509,0.156
1604,1.3557,0,0,0,0,6.83,5.45,0.333,0.0804,0.509,0.156
1605,1.3555,0,0,0,0,6.78,5.44,0.333,0.0803,0.509,0.156
1606,1.3553,0,0,0,0,6.74,5.43,0.333,0.0801,0.509,0.157
1607,1.3552,0,0,0,0,6.71,5.41,0.332,0.08,0.509,0.157
1608,1.355,0,0,0,0,6.7,5.39,0.332,0.0798,0.509,0.158
1609,1.3549,0,0,0,0,6.65,5.38,0.332,0.0797,0.509,0.158
1610,1.3547,0,0,0,0,6.63,5.38,0.332,0.0795,0.509,0.159
1611,1.3545,0,0,0,0,6.6,5.36,0.331,0.0794,0.509,0.159
1612,1.3544,0,0,0,0,6.57,5.35,0.331,0.0792,0.509,0.159
1613,1.3542,0,0,0,0,6.53,5.33,0.331,0.0791,0.509,0.159
1614,1.3541,0,0,0,0,6.5,5.32,0.331,0.0789,0.51,0.159
1615,1.3539,0,0,0,0,6.47,5.3,0.33,0.0788,0.51,0.159
1616,1.3537,0,0,0,0,6.45,5.29,0.33,0.0786,0.51,0.159
1617,1.3536,0,0,0,0,6.42,5.28,0.33,0.0785,0.509,0.16
1618,1.3534,0,0,0,0,6.4,5.27,0.33,0.0783,0.509,0.16
1619,1.3533,0,0,0,0,6.36,5.26,0.329,0.0782,0.509,0.16
1620,1.3531,0,0,0,0,6.35,5.25,0.329,0.078,0.509,0.16
1621,1.3529,0,0,0,0,6.31,5.25,0.328,0.0777,0.509,0.16
1622,1.3528,0,0,0,0,6.28,5.23,0.327,0.0774,0.509,0.16
1623,1.3526,0,0,0,0,6.25,5.22,0.326,0.0771,0.509,0.16
1624,1.3525,0,0,0,0,6.21,5.21,0.325,0.0768,0.509,0.16
1625,1.3523,0,0,0,0,6.19,5.2,0.324,0.0765,0.508,0.16
1626,1.3521,0,0,0,0,6.16,5.21,0.323,0.0762,0.508,0.16
1627,1.352,0,0,0,0,6.13,5.2,0.322,0.0759,0.508,0.161
1628,1.3518,0,0,0,0,6.12,5.19,0.321,0.0756,0.508,0.161
1629,1.3517,0,0,0,0,6.09,5.19,0.32,0.0753,0.508,0.161
1630,1.3515,0,0,0,0,6.08,5.18,0.319,0.075,0.508,0.161
1631,1.3513,0,0,0,0,6.05,5.18,0.318,0.0747,0.508,0.162
1632,1.3512,0,0,0,0,6.05,5.18,0.317,0.0744,0.508,0.162
1633,1.351,0,0,0,0,6.02,5.17,0.316,0.0741,0.508,0.163
1634,1.3509,0,0,0,0,6.01,5.15,0.315,0.0738,0.508,0.163
1635,1.3507,0,0,0,0,5.98,5.14,0.314,0.0735,0.508,0.163
1636,1.3505,0,0,0,0,5.97,5.14,0.313,0.0732,0.508,0.163
1637,1.3504,0,0,0,0,5.95,5.13,0.312,0.0729,0.508,0.163
1638,1.3502,0,0,0,0,5.94,5.12,0.311,0.0726,0.508,0.163
1639,1.3501,0,0,0,0,5.92,5.11,0.31,0.0723,0.508,0.163
1640,1.3499,0,0,0,0,5.91,5.13,0.309,0.072,0.508,0.163
1641,1.3498,0,0,0,0,5.89,5.11,0.309,0.0719,0.508,0.163
1642,1.3496,0,0,0,0,5.88,5.1,0.309,0.0718,0.508,0.163
1643,1.3495,0,0,0,0,5.85,5.1,0.309,0.0717,0.508,0.163
1644,1.3493,0,0,0,0,5.83,5.11,0.308,0.0716,0.508,0.163
1645,1.3492,0,0,0,0,5.8,5.11,0.308,0.0715,0.508,0.163
1646,1.349,0,0,0,0,5.79,5.11,0.308,0.0714,0.509,0.163
1647,1.3489,0,0,0,0,5.75,5.13,0.308,0.0713,0.509,0.163
1648,1.3487,0,0,0,0,5.75,5.14,0.308,0.0712,0.509,0.163
1649,1.3486,0,0,0,0,5.72,5.13,0.308,0.0711,0.51,0.163
1650,1.3484,0,0,0,0,5.71,5.15,0.308,0.071,0.51,0.163
1651,1.3482,0,0,0,0,5.69,5.18,0.307,0.0709,0.51,0.163
1652,1.3481,0,0,0,0,5.68,5.19,0.307,0.0708,0.51,0.164
1653,1.3479,0,0,0,0,5.66,5.2,0.307,0.0707,0.511,0.164
1654,1.3478,0,0,0,0,5.66,5.24,0.307,0.0706,0.511,0.164
1655,1.3476,0,0,0,0,5.64,5.26,0.307,0.0705,0.511,0.164
1656,1.3475,0,0,0,0,5.65,5.27,0.307,0.0704,0.511,0.164
1657,1.3473,0,0,0,0,5.63,5.29,0.307,0.0703,0.511,0.164
1658,1.3472,0,0,0,0,5.63,5.34,0.306,0.0702,0.511,0.164
1659,1.347,0,0,0,0,5.62,5.37,0.306,0.0701,0.51,0.164
1660,1.3469,0,0,0,0,5.62,5.39,0.306,0.07,0.51,0.164
1661,1.3467,0,0,0,0,5.6,5.43,0.305,0.0698,0.51,0.164
1662,1.3466,0,0,0,0,5.61,5.45,0.305,0.0695,0.51,0.164
1663,1.3464,0,0,0,0,5.6,5.49,0.304,0.0693,0.51,0.164
1664,1.3463,0,0,0,0,5.6,5.52,0.303,0.069,0.51,0.164
